verse,line,category,source,text
29,9,Midrash,Shemot Rabbah 15:6,"“This month shall be for you the first of months; it shall be the first month of the year for you” (Exodus 12:2).  Another interpretation: “This month shall be for you” – that is what is written: “Who is she who appears like the dawn [shaḥar], [beautiful as the moon, pure as the sun, fearsome as banners of a host?]” (Song of Songs 6:10). There are four terms of praise of Israel here, corresponding to the four exiles. For during the four exiles that Israel experienced, they did not deny the Holy One blessed be He. In the Babylonian exile, from where [can this be seen]? It is as it is stated: “Who is she who appears like the dawn?” Nebuchadnezzar prostrated himself to the sun, as it is stated: “How have you fallen from the heavens, glowing morning [shaḥar] star” (Isaiah 14:12). (“Morning star” refers to Nebuchadnezzar.)  Daniel (Daniel lived during the Babylonian exile.)  would rise early [shoḥer] and pray to the Omnipresent, as it is stated: “And windows were open for him in his upper chamber facing Jerusalem” (Daniel 6:11), evening, morning, and noon. Why would he rise early and pray? It was so the Holy One blessed be He would have mercy upon Israel. In his regard, Solomon said: “He who seeks [shoḥer] good seeks favor” (Proverbs 11:27). God was present for them in their time of distress, as it is stated: “I love those who love me…” (Proverbs 8:17).  Likewise, we find, when Daniel was cast into the lions’ den, he was not harmed, as it is stated; “God sent His angel and closed the lions’ mouths, and they did not harm me” (Daniel 6:23). Ḥananya, Mishael, and Azarya were cast into the fiery furnace and were not harmed, as it is stated: “The hair of their heads was not singed [. . .] and the odor of fire did not cover them” (Daniel 3:27). Rather, they illuminated the world like the dawn, which illuminates the world. Therefore, “who appears like the dawn.” They caused the idolaters to acknowledge the Holy One blessed be He and to praise Him, as Nebuchadnezzar said when Ḥananya, Mishael, and Azarya emerged from the furnace: “Blessed is the God of Shadrakh, Meshakh, and Aved Nego” (Daniel 3:28), (These are the Babylonian names of Ḥananya, Mishael, and Azarya.)  “the servants of the exalted God” (Daniel 3:26). Likewise, Darius said after Daniel fell into the lions’ den “to tremble and fear before the God of Daniel, who is the living God” (Daniel 6:27); therefore, it is written: “Who is she who appears like the dawn?”  “Beautiful as the moon” (Song of Songs 6:10) – in the Median [Persian] exile; you find during the night that if the moon is not seen in the sky, there is darkness in the world, and a person is unable to walk, even in the city. When the moon is seen in the sky, everyone is glad, and they walk on the road. So, during the days of Aḥashverosh, when they decreed against the Jews to “destroy, to kill, and to eliminate” (Esther 3:13), and Esther came and illuminated for Israel, as it is stated: “The Jews had light and gladness, [and joy and honor]” (Esther 8:16); that is why it is written: “Beautiful as the moon,” about the Median exile. If your wish is to know why Esther was likened to the moon: Just as the moon is reborn after thirty days, so too, Esther said: “But I have not been summoned to the king these thirty days” (Esther 4:11); that is why “beautiful as the moon” is in the Median exile.  “Pure as the sun” (Song of Songs 6:10) – during the Greek kingdom. Sandrios eim Ulios: (This phrase is in corrupted Greek, and two interpretations of it have been given. (1) The Sanhedrin against the sun, i.e., the Jewish Sanhedrin stands in opposition to the Greeks, represented by the sun (Mirkin); and (2) Alexander, son of Helios, i.e., Alexander the original Macedonian emperor, is the son of the god of the sun, Helios (Jastrow).)  The sun [ḥama] is its name, and the sun is called a strong man [gibor], as it is stated: “Rejoices as a strong man [gibor] to run its course” (Psalms 19:6). (The verse is referring to the movement of the sun on its course.)  During the summer, who can withstand the sun; everyone flees from it, as it is stated: “And nothing hides from its heat [meḥamato]” (Psalms 19:7). So, with regard to the Greek kingdom, everyone fled from it, and Matitya the priest and his sons were steadfast in their faith in the Holy One blessed be He, and the troops of Greece fled from before them and were all killed. So, the Holy One blessed be He said to them: “Beat your plowshares into swords and your pruning hooks into spears; the weak will say: I am mighty [gibor]” (Joel 4:10). And it says: “So may all Your enemies perish, Lord…” (Judges 5:31), to fulfill what is stated: “Pure as the sun.”  “Fearsome as banners” (Song of Songs 6:10) – in [reference to the hegemony of] Edom [Rome]; why is it [Israel] called fearsome? It is because it remains steadfast in a kingdom that inspires fear, as it is stated: “And behold a fourth beast, dreadful and fearsome, and strong” (Daniel 7:7). What is “fearsome as banners?” You find that there are twelve constellations in the sky. Just as the heavens cannot endure without the twelve constellations, so, the world cannot endure without the twelve tribes, as it is stated: “If [these] statutes depart [from before Me, says the Lord, then the descendants of Israel will also cease from being a nation before Me forever]” (Jeremiah 31:35).  “Fearsome as banners” – banners are nothing other than armies, as it is stated: “The banner of the camp…and their host and their numbered” (Numbers 2:3–4). Likewise, the banners of the heavens are the angels, and the banners of the earth are Israel. The hosts of the heavens are angels, as it is stated: “And the entire host of the heavens standing…” (II Chronicles 18:18). The hosts of the earth are Israel, as it is stated: “All the hosts of the Lord emerged from the land of Egypt” (Exodus 12:41). The Master of them both is the Holy One blessed be He. Just as everyone fears the Holy One blessed be He and the angels, so too, the idolaters fear Israel, as it is stated: “And all the peoples of the land will see that the name of the Lord [is called upon you, and they will fear you]” (Deuteronomy 28:10). This is why it is stated: “Fearsome as banners,” because the Holy One blessed be He likened Israel to the angels.  Regarding angels it is stated: “Seraphim were standing above Him” (Isaiah 6:2), and regarding Israel it is stated: “You are standing today” (Deuteronomy 29:9). The angels say each day: “Holy, holy, holy [is the Lord of hosts]” (Isaiah 6:3), and Israel says: The God of Abraham, the God of Isaac, and the God of Jacob. (At the beginning of the Amida prayer. Both the angels and Israel praise God with a threefold prayer.)  Angels are called fire, as it is written: “The flaming fire His servants” (Psalms 104:4), and Israel likewise, as it is written: “The house of Jacob will be fire” (Obadiah 1:18). Angels are renewed every morning, and praise the Holy One blessed be He and then return to the river of fire from which they emerged; and the Holy One blessed be He again renews them and restores them as they had been initially, as it is stated: “They are new every morning” (Lamentations 3:23). So, [the people of] Israel sink into iniquities due to the evil inclination that is in their bodies, and they repent. Each year, God forgives their iniquities and renews their hearts to fear Him, as it is stated: “I will give you a new heart” (Ezekiel 36:26). That is why it is written: “Fearsome as banners.”"
29,9,Quoting Commentary,Ramban on Leviticus 26:42:1,"THEN WILL I REMEMBER MY COVENANT WITH JACOB. Rabbi Abraham ibn Ezra commented that this [is a case where a word] draws along with itself another [similar] word, thus meaning: “Then will I remember My covenant, the covenant with Jacob. (The reason for this explanation is that the word brithi (My covenant) is grammatically equivalent to saying habrith sheli (the covenant of Mine). Now since a noun that is preceded by the definite article cannot be in the construct state, it follows that there is a word implied here, which makes it: eth brithi ‘brith’ Ya’akov (My covenant, the covenant of Jacob). A similar explanation applies to the following two verses which Ramban mentions.)  Similarly: the prophecy of Oded the prophet; (II Chronicles 15:8. Here too the meaning is: v’hanevuah ‘nevuath’ Oded hanavi’ (and the prophecy — a prophecy of Oded the prophet).)  your heads of your tribes. (Deuteronomy 29:9. The meaning here too is: rasheichem ‘rashei’ shivteichem (your heads — heads of your tribes).)  And the Land I will remember. The meaning thereof is that I will remember the Land, and that it was paid its Sabbaths and lay forsaken without them, and I will remember that they have atoned for their iniquity.” It is possible according to the way of Truth, [the mystic doctrines of the Cabala], that He is saying: “And I will remember Jacob and Isaac and Abraham, who are the men of the covenant,” for all attributes are so called when they are in the covenant; “v’ha’aretz (and the earth), (See Ramban above, 25:2 (towards the end) about the meaning of the word ha’aretz.)  which is composed of them all, I will remember among them.” Our Rabbis have so alluded. Thus they said: (Vayikra Rabbah 36:7.)  “And why does He mention the merit of ha’aretz with them? Said Rabbi Shimon ben Lakish: This is like the case of a master who had three daughters, and one maidservant who raised them. Whenever the master asked about the welfare of his daughters, he would say: ‘Ask on my behalf about the welfare of she who raises them.’”"
29,9,Commentary,Sforno on Deuteronomy 29:9:1,"אתם נצבים...לפני ה' אלוקיכם , so that anyone who is capable of misleading me cannot mislead Him. You will accept this covenant in His presence, on His authority, not merely on mine."
29,9,Commentary,Sforno on Deuteronomy 29:9:2,"ראשיכם שבטיכם זקניכם ושוטריכם, the people Moses describes as ראשיכם, are those who are heads of their tribes, elsewhere referred to as נשיאים, “princes. The term ראשalways includes the people who wield authority. זקניכם, your judges. ושוטריכם, the law enforcers empowered by the judges to enforce their judgments. Each one of these categories of people have the duty to teach the people (within the parameters of their special competence) how much better it is for them to accept Torah law than to defy it or neglect it. "
29,9,Quoting Commentary,Sforno on Genesis 18:1:1,"וירא אליו ה' באלוני ממרא, because this was where Avraham had circumcised himself at that time. His whole household had been circumcised with him at the time. This is where G’d manifested Himself as a sign that He stood by the covenant, similar to the verse at the beginning of Deuteronomy 29,9-11, commencing with the words אתם נצבים היום, and to Kings II 23,3 ויכרות לפני ה'. He appeared to Avraham seeing he was the individual most deserving to be the recipient of such a vision. We have a similar occurrence in Exodus 4,24 ויפגשהו ה', where G’d “met” with Moses without delivering an oral message. At that time G’d’s purpose was to ensure that Moses would circumcise his son, to maintain the covenant which was to be an eternal covenant with the descendants of Avraham as spelled out in Genesis 17,11-12. Perhaps this is the reason why a chair is prepared at the occasion of the circumcision (Pirkey de Rabbi Eliezer 29, as well as Zohar Bereshit 13,10) This chair alludes to the fact that hopefully, the presence of G’d will attend this marking of the sign of the covenant by a new member of the Jewish people."
29,9,Jewish Thought,Netzach Yisrael 11:18,"It has become clear to you that that which God, may He be blessed, took the Jewish people for Himself is not because of the righteousness of the Jewish people or their deeds. Rather it was a more encompassing choice. And this thing is explained in several places, and the faithful sages [also] came [to discuss] it in several places. Hence it is not fit to say that with the removal of the cause – which is the righteousness of the Jewish people – the result would also be removed, meaning His taking them as a people for Himself. And even though their deeds, good or bad, caused there to be more or less attachment [to God], as this is certainly according to the majority of [their] deeds, such that there would be more or less [of it] – nevertheless, [God's] actual choice was not because of any deed at all.  "
29,9,Midrash,Midrash Tehillim 78:2,"They struck the rock and water gushed forth, as Moses struck the rock, blood dripped, as it says, ""and water gushed forth."" Rabbi Yosei bar Hanina said it was like what is written (Leviticus 15:25), ""when a woman has a discharge, her discharge of blood flows."" Thus, it says, ""and water gushed forth."" And the rivers flowed. The rivers washed away much water, and the scoffers of the generation said, ""Now we will remove the rock,"" but it immediately swallowed them up, and the heavens commanded. Rav Kahana said in the name of Rabbi Zevadya ben Levi that for a thousand years, manna descended upon Israel every day. Rabbi Shimon ben Yochai said that it is written here, ""the doors of heaven opened."" And there, it is written (Genesis 7:11), ""the floodgates of the sky were opened."" The sages taught that the flood lasted for twelve months, and here, the doors of heaven opened for only eight. This is because four doors were for rain, and the measure of mercy exceeded the measure of punishment by five hundred times. Thus, for two thousand years, manna descended upon them every day, as it says, ""and He rained down manna upon them to eat and gave them the grain of heaven."" Rabbi Acha said, ""He (i.e. a person) should not have short arms (i.e. stingy), as it is written in Proverbs 10:22, 'The blessing of the LORD, it maketh rich, and He addeth no sorrow therewith.'"" Rabbi Shimon ben Lakish said, ""And behold, upon the face of the desert, a thin flake-like layer, which is mentioned in Exodus 16:14, 'And when the layer of dew was gone up, behold upon the face of the wilderness a small round thing, small as the hoar frost on the ground.' Had there been one who had a need for pinching off (i.e. taking only a small amount of) the manna, it would have been as fine as flour, as it is written without the letter 'vav' (which represents the number six) - that it was swallowed up in 248 limbs of a person, as it is said, 'Every man had eaten the bread of the mighty' (Psalms 78:25)."" Another explanation of 'the bread of the mighty' is that it was made by angels. 'Every man' refers to the Israelites, as it is said, 'Every man of Israel' (Deuteronomy 29:9). Rabbi Shimon ben Lakish said, ""The Israelites would complain, saying, 'You have a woman who gives birth and eats, yet she does not produce milk; you see your waters providing wheat to the Egyptians, but you do not produce flour.' The Holy One, blessed be He, replied, 'I have treated them with kindness and made them like angels,' but they would complain against Him and say, 'Our soul is dried up; there is nothing at all; we have nothing but manna to look to' (Numbers 21:5). How much longer will they despise Me, in their midst, in the womb of their bellies, that they eat and produce nothing?"" Rabbi Ibu said: At the sixth hour, Jethro came and received his portion of manna. The manna that he received was equivalent to sixty myriads and corresponded to all of his limbs. The manna was like ""bread of heroes,"" which each person ate. How was the manna brought down to them? The wind would blow and honor the wilderness, and then dew would descend upon it, as it says, ""And when the dew fell upon the camp in the night"" (Exodus 16:13). All of Israel would go out and collect the manna until the sun rose, so that it would not melt, as it says, ""And it came to pass that the sun waxed hot, and it melted"" (Exodus 16:21). The manna was divided into three parts: one-third for the wise men, one-third for Mordechai and Esther, and one-third for the construction of the Temple, as it says, ""For the Lord hears the needy and does not despise his own who are prisoners"" (Psalms 69:33). ""His own who are prisoners"" refers to the beams of the Temple that the Holy One, Blessed be He, keeps track of. Rabbi Nehemiah said that the matter is not stated explicitly. Rabbi Acha in the name of Rabbi Jonathan said that there are three keys: the key of rain, the key of resurrection, and the key of compassion, and they are only in His hands. The key of compassion is derived from the verse, ""And the Lord saw, and opened her womb"" (Genesis 29:31). The key of resurrection is derived from the verse, ""And you shall know that I am the Lord when I open your graves"" (Ezekiel 37:13). Regarding rain, it is said (Deuteronomy 28:12), ""The Lord will open for you His good treasure, the heavens, to give your land rain."" When God desires, He gives rain to the righteous. Regarding barrenness, God gave a son to Elisha, as it is said (2 Kings 4:16-17), ""Now the woman conceived and bore a son at that season next year, as Elisha had said to her."" God also gave the power to raise the dead to Elijah, who brought back to life the son of the widow of Zarephath, as it is said (1 Kings 17:21-22), ""Then he stretched himself upon the child three times, and cried out to the Lord and said, 'O Lord my God, I pray, let this child’s soul come back to him.' The Lord heard the voice of Elijah; and the soul of the child came back to him, and he revived."" Similarly, Elisha raised the son of the Shunammite woman, as it is said (2 Kings 4:34), ""And he went up and lay on the child, and put his mouth on his mouth, his eyes on his eyes, and his hands on his hands; and he stretched himself out on the child, and the flesh of the child became warm."" And also, in Ezekiel 37:1-3, ""The hand of the Lord came upon me and brought me out in the Spirit of the Lord, and set me down in the midst of the valley; and it was full of bones...So I prophesied as He commanded me, and breath came into them, and they lived, and stood upon their feet, an exceedingly great army."" God gave Elijah the key to rain, as it is said (1 Kings 17:1), ""Now Elijah the Tishbite, of Tishbe in Gilead, said to Ahab, 'As the Lord God of Israel lives, before whom I stand, there shall not be dew nor rain these years, except at my word.'"" And when he prayed for rain, it is said (1 Kings 18:41), ""Then Elijah said to Ahab, 'Go up, eat and drink; for there is the sound of abundance of rain.'"" It is written (Psalm 18:7), ""The Lord is for me among those who help me; therefore, I shall see my desire upon those who hate me."" There is no one whom God helps like Moses and Aaron, and through their saying ""Hear now, you rebels,"" they did not enter the land. Therefore, the young men of Israel were judged on a scale of merit and were found wanting."
29,9,Chasidut,"Kedushat Levi, Deuteronomy, Nitzavim 1","Deuteronomy 29,9., “All of you are standing assembled ‎this day in the presence of the Lord your G’d;” the ‎paragraph commencing here with “in the presence etc.,” appears ‎to contain unnecessary words. [Our author refers ‎especially to the words: “in the presence of the Lord your G’d,” ‎seeing that when Moses addressed the people in the name of the ‎Lord during their stay in the desert they had always been “in the ‎presence” of the Lord. Ed.] It helps us understand a ‎statement in Rosh Hashanah 34, according to which the ‎blowing of the shofar as well as the recital of certain ‎benedictions in the prayer service are mandatory on New Year’s ‎Day and on Yom Kippur, (Jubilee year) as opposed to other ‎occasions, such as public fast days decreed by the Rabbis. This is ‎based on G’d having requested that on these days we proclaim ‎Him as 1) King, 2) as the One Who remembers all that has ‎occurred in history, every individual’s thoughts, words and deeds, ‎and 3) has promised that by doing so through blowing the shofar, ‎this will beneficially effect how we are going to be judged on these ‎days. [Most of you are aware that the Mussaph ‎amidah on New’ Year’s day includes 10 verses from Scripture ‎referring to these three elements, malchiyot, zichronot, ‎‎shofarot, that distinguish this Day. Ed.]‎ As we have repeated on many occasions, G’d is interested in ‎the dispensing of His largesse to mankind, and especially us, His ‎people; the word ‎פנים‎, usually translated as “face, or presence,” ‎alludes to G’d being in a benevolent frame of mind vis a vis ‎mankind or His people, whereas the word ‎אחור‎, usually translated ‎as “rear, or backward,” allude to times when G’d is angry at ‎mankind or, G’d forbid, His people.‎ By addressing the whole nation as “standing” ‎לפני‎ (from ‎פנים‎) ‎before the Lord when He is in benevolent frame of mind, Moses ‎hints that the reason that G’d is in such a frame of mind is ‎because He is not only G’d, but “your G’d,” i.e. you have related to ‎Him as your Patron. The author adds another nuance of the word ‎פנים‎, tracing it to the root ‎פנה‎, to turn, change direction. G’d is ‎looking for a reason to aim His largesse in your direction. ‎[Seeing that in verse 17 the Torah uses the word ‎פנה‎ ‎also negatively, i.e. as turning away from G’d, when it writes: ‎אשר ‏לבבו פונה היום מעם ה' אלוקינו‎, “whose heart turns away from being ‎with the Lord our G’d,” and we do not find the word ‎אחור‎ in that ‎context, it is difficult to accept the author’s definition of ‎פנים ‏ואחור‎. Ed.]‎"
29,9,Jewish Thought,"Kol Dodi Dofek, Mournful Thoughts of Confession 1","Let us pose a simple question: Did we not sin with respect to the first covenant, the Covenant ‎of ‎Shared Fate (as in the Covenant of Encampment-Nation), with regard to our obligation ‎to ‎participate in the pain of the nation and to see and feel its suffering: as it is said, “And ‎He ‎witnessed their burdens” (Exodus 2:11)? Let us be honest. During the terrible Holocaust, ‎when ‎European Jewry was systematically destroyed in gas chambers and crematoria, the ‎American ‎Jewish community did not rise to the occasion, and did not acquit itself as a community ‎with the ‎collective consciousness of shared fate, shared suffering and shared action with which it ‎should ‎have been expected to act. We did not properly sense the suffering of the nation, and we ‎did ‎precious little to save our unfortunate brethren. It is hard to know what we could ‎have ‎accomplished had we been more active. I personally think we could have saved many. No ‎doubt, ‎however, if we had properly felt the pain of our brothers; had we raised our voices and ‎shaken ‎worlds, that Roosevelt issue a sharp warning of protest accompanied by action, we would ‎have ‎been able to significantly slow the process of mass destruction. We witnessed the most ‎horrible ‎tragedy in our history, and we were silent. I shall not now dwell on the particulars. It is ‎an ‎extremely painful chapter. We all sinned by our silence in the face of the murder of millions. Do ‎we ‎not all stand before God’s seat of judgment charged with the grievous sin of “You shall not ‎stand ‎idly by the blood of your neighbor” (Leviticus 19:16), especially when the sin applies not only ‎to one ‎individual but to millions? When I say “we” I mean all of us: including myself, the members ‎of ‎rabbinic and lay organizations both Orthodox and secular, and Jewish political organizations of ‎all ‎persuasions. “Your leaders, tribal heads, elders, and policemen, every person in Israel … from ‎the ‎hewers of your wood to the drawers of your water” (Deuteronomy 29:9–10). Do you know ‎why ‎we were so indifferent? I think it is because our sense of nationhood was damaged. We did ‎not ‎grasp the notion of the experience of Shared Fate and the essence of peoplehood. We ‎were ‎missing the attribute of loving-kindness that Job, at first, also lacked. Job, who suffered, ‎was ‎devoid of a sense of shared experience and therefore did not know how to pray for his ‎brothers. ‎His concern was only for his own and his family’s wellbeing. We were also devoid of the ‎sense of ‎‎[the Covenant of] Encampment-Nation and therefore did not offer heart-felt prayers, nor ‎did we ‎take any bold measures to save our brothers.‎"
29,9,Chasidut,"Mei HaShiloach, Volume I, Deuteronomy, Nitzavim 2","“You are standing here today .…” (Devarim, 29:9) “You are standing” after all the acceptance of punishment, which serves to clarify who will stand on his faith and accept it, not weakening in his resolve. Whoever does not truly believe will not want to accept warnings and punishments, for falsehood does not endure but the truth endures."
29,10,Chasidut,"Mei HaShiloach, Volume I, Deuteronomy, Nitzavim 3","“… your heads, your tribes, your elders and officers, each man in Israel, your infants and women, your convert that is in the midst of your camps, from your wood choppers to your water carriers .…” (Devarim, 29:9) The verse mentions ten levels, five against five, and all as one are included among Israel. “Your head,” means those possessing Chochma (wisdom) are placed in juxtaposition to the infants (also small children), for infant, taf in Hebrew, is connected to the word for “drop,” tipah in Hebrew, meaning that they possess only a small amount of consciousness (da’at, also “knowledge”). Then accordingly, when any mistake happens even to the youngest children, it affects even the heads, for the taf possessed a little consciousness from the head. “Your tribes,” meaning expansion, for all of Israel were hidden in the root of Yaakov Avinu, and there they were as one soul. Thus when they were divided into tribes certain souls in different generations experienced expansion. This is in juxtaposition to the women, because all expansion comes from birth, for when the child is hidden and included in the soul of the father then there is no expansion; only when the child is born does it begin to expand. “Your elders” means the one who has acquired wisdom. “Your elders,” is juxtaposed to “your convert,” for according to the original insights into the Torah made among Israel, so will converts come to and increase among Israel. The more we increase words of Torah, and thus experience greater expansion, then correspondingly the holiness of Israel extends even to the souls of the nations, and they will be gathered among Israel. (See Likutei Moharan 17, “His (Mordechei’s) fame spread through the provinces” (Ester 9:4) how his words of Torah traveled through the spiritual network and reached the nations: Causing, “Many of the people of the land became Jewish” (Ibid 8:17) [Hagahot Peretz])  “Your officers” are the God fearing, and they are placed in juxtaposition to the “wood choppers,” for “chopping” represents anger, and on this the Holy One, blessed be He, testifies that within all the anger in Israel there is the fear of God. (The great energy they expend in chopping comes the quality of gevurah – from whose fallen aspect comes anger. [Hagahot Peretz])  “Every man of Israel” means the attribute of the love of God, and this is placed against the “water carriers,” for water is compared to desire, as said in various places, (See note 23.)  and all desire and love in Israel comes from God."
29,9,Commentary,"Tur HaArokh, Deuteronomy 29:9:1","אתם נצבים ....ראשיכם שבטיכם, “You are standing…. The heads of your tribes, etc.” Rashi understands this verse as referring to ”the heads of your tribes,” as if the Torah had written לשבטיכם.
    Nachmanides interprets the grammatical anomaly differently. The word כלכם, “all of you,” is to be understood as a headline, whereas with the words ראשיכם Moses begins to enumerate the different groups of people that are made up by the term כלכם, “all of you.” He understands the words: זקניכם ושוטריכם as meaning that the elders and the law-enforcers are the ones who constitute the people’s heads. Moses had first referred to as ראשיכם, “your heads.” An elderly, white-haired person is normally considered as the “head” of the community in which he resides, [when there was such a thing as a patriarchal society. Ed.] Moreover, anyone who has been endowed by the people with a degree of administrative power is considered part of the “heads of the people.” Moses adds that the entire people were present down to the youngest members, the טף, and even recent proselytes. The latter were the surviving members of the ערב רב, the mixed multitude that had climbed on the Jewish bandwagon at the Exodus. Moses also divides the people into social strata, that is why he points out that even the lowest social strata, the choppers of wood and the carriers of water, were present on the occasion mentioned. Everyone present was included in the covenant, and, as we shall hear shortly, even the as yet unborn. Quite possibly, Moses considered that the very presence of even the infants ensured that they too received credit for wanting to be included in this covenant, similar to the interpretation by our sages that the reason why the mothers brought their small children was in order to hear the king or the High Priest read the Torah publicly once in seven years on the second day of the Sukkot festival, the occasion known as Hakhel. Our sages, (Tanchuma among others) some of whom feel that there were isolated cases of Canaanites wanting to convert to Judaism even while the Israelites were still in the desert, say that these are the ones described here as hewers of wood and carriers of water. Although Moses did not make a treaty with them, he accepted them as slaves and they had undertaken to observe the seven commandments applicable to all of mankind. The difference between those and the Gibeonites in the days of Joshua, was that the latter deceived the Israelites by misrepresenting their origin. The former simply wanted to make peace with the Jews, as they would have had an opportunity to do prior to an attack on them.
"
29,9,Midrash,Sifrei Devarim 304:1,"(Devarim 29:9) ""You are standing this day, all of you"": (Ibid. 31:14) ""And the L-rd said to Moses: Behold, your days have drawn near to die."" R. Shimon b. Yochai says: Blessed is the true Judge, before whom there is no wrong or partiality, viz. (Ibid. 32:4) ""He is a G-d of trust without wrong. Righteous and just is He."""
